,Voice_actors
2292,"Chika Takami : Anju Inami, Dia Kurosawa : Arisa Komiya, Hanamaru Kunikida : Kanako Takatsuki, Kanan Matsuura : Nanaka Suwa, Mari Ohara : Aina Suzuki, Riko Sakurauchi : Rikako Aida, Ruby Kurosawa : Ai Furihata, Yoshiko Tsushima : Aika Kobayashi, Kazuo Sakai
Director, Tatsuya Katou
Music, Yuhei Murota
Character Design, Gou Kurosaki
Cg Director, Satoshi Hirayama
Producer, Masaki Kawake
Chief Animation Director"
