,Voice_actors
2292,"Chika Takami : Anju Inami, Dia Kurosawa : Arisa Komiya, Hanamaru Kunikida : Kanako Takatsuki, Kanan Matsuura : Nanaka Suwa, Mari Ohara : Aina Suzuki, Riko Sakurauchi : Rikako Aida, Ruby Kurosawa : Ai Furihata, Yoshiko Tsushima : Aika Kobayashi"
