,Voice_actors
936,"Eli Ayase : Yoshino Nanjou, Hanayo Koizumi : Yurika Kubo, Honoka Kousaka : Emi Nitta, Kotori Minami : Aya Uchida, Maki Nishikino : Pile, Nico Yazawa : Sora Tokui, Nozomi Toujou : Aina Kusuda, Rin Hoshizora : Riho Iida, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Asako Nishida
Character Design, Yuhei Murota
Character Design, Yuuki Makimoto
Producer, Kaoru Adachi
Producer, Satoshi Hirayama
Producer"
