,Voice_actors
1399,"Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator"
